customer_id,first_name,last_name,age_band,nationality,home_market,loyalty_tier,preferred_cabin_class,join_date,last_booking_date,days_since_last_booking,trips_last_12m,lifetime_bookings,avg_trip_value_hkd,ancillary_spend_hkd,total_revenue_hkd,email_open_rate,app_engagement_score,customer_lifetime_value_12m,churn_probability_90d,customer_segment
CUST000165,Michelle,Irwin,35-44,AU,HK,Silver,Economy,2022-03-25,2024-10-15,77,4,24,5990,946,144900,0.27,67.6,27744,0.299,Mass Market
CUST000166,Steven,Turner,55-64,SG,TH,Silver,Premium Economy,2024-09-27,2024-06-10,204,2,20,1200,120,26400,0.02,37.5,2640,0.859,At Risk
CUST000167,Anthony,Haynes,55-64,TH,CN,Diamond,Business,2023-01-06,2024-09-24,98,2,21,6475,577,288146,0.608,85.5,19284,0.452,High Value Loyalists
CUST000168,Michael,Ponce,25-34,KR,AU,Standard,Economy,2019-11-16,2024-07-28,156,2,18,1200,151,19242,0.233,41.8,2462,0.731,At Risk
CUST000169,Henry,Sandoval,65+,TW,SG,Standard,Business,2022-10-23,2024-09-19,103,6,8,5717,998,67669,0.093,60.5,36860,0.457,Mass Market
CUST000170,William,Jackson,25-34,AU,JP,Diamond,Business,2021-01-10,2024-07-03,181,7,13,6322,564,174170,0.407,95.8,65904,0.414,High Value Loyalists
CUST000171,Alexis,Kim,35-44,JP,JP,Silver,Economy,2019-08-22,2024-11-09,52,3,7,4399,289,28197,0.359,68.2,14064,0.219,Mass Market
CUST000172,Leslie,Mercer,25-34,KR,SG,Silver,Economy,2023-04-09,2024-11-04,57,2,25,5705,756,140131,0.701,76.5,12922,0.341,Growth Opportunity
CUST000173,Elizabeth,Austin,65+,AU,HK,Standard,Economy,2020-08-30,2024-01-18,348,3,9,10319,1477,84339,0.438,39.7,32292,0.97,At Risk
CUST000174,Felicia,Phelps,25-34,TW,AU,Standard,Business,2023-08-26,2024-09-02,120,1,7,4130,668,42404,0.614,55.0,4385,0.573,Growth Opportunity
CUST000175,Tracie,Smith,18-24,US,HK,Gold,Premium Economy,2022-04-24,2024-04-25,250,3,19,2760,350,68529,0.475,64.0,10820,0.829,At Risk
CUST000176,Sandra,Lawrence,35-44,TW,HK,Silver,Premium Economy,2021-09-05,2024-12-27,4,2,4,9826,1138,43856,0.265,63.3,21928,0.328,Mass Market
CUST000177,Jeffrey,Reeves,65+,CN,US,Silver,Premium Economy,2020-04-02,2024-11-21,40,4,14,5756,437,86702,0.763,90.3,24772,0.129,Mass Market
CUST000178,Melanie,Powell,55-64,HK,TH,Standard,Economy,2020-10-02,2024-03-22,284,1,15,7872,795,102256,0.621,42.1,7880,0.97,Growth Opportunity
CUST000179,Autumn,Ramirez,45-54,AU,US,Standard,Business,2020-12-31,2024-08-24,129,4,16,1710,158,38233,0.453,62.8,6788,0.441,Mass Market
CUST000180,Elizabeth,Howard,55-64,JP,TH,Standard,Business,2023-02-27,2024-09-13,109,4,4,1200,100,6664,0.539,67.8,4720,0.477,Mass Market
CUST000181,Chelsea,Morrison,55-64,TH,SG,Silver,Premium Economy,2021-06-28,2024-10-29,63,3,22,3366,715,89782,0.417,69.6,12243,0.256,Mass Market
CUST000182,Isabella,Jones,35-44,TH,AU,Standard,Economy,2019-03-16,2024-09-26,96,4,15,4881,396,61949,0.398,63.2,19156,0.419,Mass Market
CUST000183,Carol,Walter,25-34,TW,KR,Standard,Economy,2019-01-30,2024-10-07,85,2,2,4119,607,7516,0.439,55.8,8628,0.569,Mass Market
CUST000184,Robert,Pearson,45-54,GB,HK,Standard,Economy,2020-08-24,2024-03-18,288,2,3,4115,488,10908,0.698,49.9,8383,0.949,Growth Opportunity
CUST000185,Doris,Foster,45-54,TH,HK,Gold,Economy,2022-01-22,2024-01-27,339,2,22,1200,172,30263,0.559,55.2,3176,0.97,Growth Opportunity
CUST000186,Bryan,Greer,35-44,TW,TH,Standard,Premium Economy,2020-12-30,2024-12-18,13,3,26,5748,859,156837,0.36,63.4,18097,0.298,Mass Market
CUST000187,Amanda,Barnes,25-34,GB,US,Standard,Business,2024-12-18,2024-11-11,50,2,15,4684,648,101409,0.397,56.9,9727,0.446,Mass Market
CUST000188,Dana,Hernandez,45-54,TW,TH,Silver,Business,2020-05-21,2024-05-19,226,6,22,1200,127,41074,0.11,59.3,7962,0.745,At Risk
CUST000189,Sean,Merritt,25-34,SG,HK,Gold,Economy,2021-06-13,2024-02-18,317,3,17,4575,494,86406,0.384,55.0,17678,0.97,At Risk
CUST000190,Crystal,Barr,65+,SG,TW,Silver,Economy,2021-05-21,2024-09-07,115,7,20,4961,392,92177,0.461,87.2,37471,0.25,Frequent Flyers
CUST000191,Julia,Patterson,25-34,GB,AU,Gold,Economy,2020-08-23,2024-03-02,304,2,8,7585,912,68158,0.427,52.8,19725,0.97,At Risk
CUST000192,Richard,Williams,25-34,CN,UK,Standard,First,2024-04-17,2024-12-29,2,2,7,4070,454,54460,0.394,60.6,8234,0.301,Mass Market
CUST000193,Jennifer,Rose,55-64,GB,KR,Gold,Business,2020-07-08,2024-04-07,268,4,7,7391,1617,99841,0.255,58.8,41354,0.863,At Risk
CUST000194,Danielle,Galvan,25-34,TH,JP,Gold,Economy,2019-01-24,2024-01-26,340,2,3,7144,471,22909,0.506,53.0,17802,0.97,Growth Opportunity
CUST000195,Carly,Byrd,25-34,AU,US,Standard,Economy,2022-02-02,2024-07-05,179,3,16,3439,510,50253,0.524,56.6,10815,0.602,At Risk
CUST000196,Danielle,Hampton,45-54,GB,KR,Silver,Economy,2022-10-22,2024-06-03,211,5,20,6731,1469,143807,0.374,66.1,41000,0.74,At Risk
CUST000197,Victoria,Valentine,55-64,AU,KR,Standard,Economy,2021-09-25,2024-09-28,94,5,25,7761,1612,188729,0.375,67.5,42984,0.393,Mass Market
CUST000198,Cory,Hopkins,25-34,GB,HK,Standard,Economy,2021-07-11,2024-03-23,283,3,25,7650,1285,178431,0.357,41.6,24510,0.97,At Risk
CUST000199,Kathryn,Hall,25-34,CN,HK,Standard,Economy,2024-03-02,2024-03-06,300,1,19,6014,707,100846,0.411,32.4,6120,0.97,At Risk
CUST000200,Laura,Cortez,45-54,TH,KR,Standard,Economy,2021-03-30,2024-03-06,300,5,22,5001,868,103263,0.445,53.8,26844,0.939,At Risk
CUST000201,Lisa,Henson,65+,AU,SG,Diamond,Economy,2022-10-31,2024-03-05,301,3,22,2226,466,68529,0.096,53.8,10747,0.97,High Value Loyalists
CUST000202,Margaret,Gray,35-44,GB,SG,Standard,Economy,2024-01-09,2024-12-03,28,6,18,7841,1115,128041,0.285,74.2,49031,0.187,Frequent Flyers
CUST000203,Stephanie,Reynolds,25-34,AU,HK,Silver,Premium Economy,2021-05-23,2024-06-24,190,1,9,2009,218,20043,0.156,39.0,2227,0.868,At Risk
CUST000204,Amanda,Lopez,18-24,KR,HK,Standard,Economy,2022-03-30,2024-06-30,184,0,10,4861,254,39727,0.273,31.2,4629,0.97,At Risk
CUST000205,Collin,Walker,25-34,US,TH,Standard,Economy,2021-04-24,2024-12-13,18,7,22,7612,1036,150902,0.556,90.8,55208,0.146,Frequent Flyers
CUST000206,Daniel,Williams,25-34,JP,JP,Standard,First,2022-09-07,2024-03-17,289,2,16,3022,199,90218,0.201,29.9,5838,0.97,At Risk
CUST000207,Mark,Knight,45-54,TW,TW,Standard,Economy,2022-04-13,2024-10-22,70,4,17,5201,542,76853,0.105,53.6,20892,0.469,Mass Market
CUST000208,April,Kelley,25-34,HK,AU,Silver,Premium Economy,2024-02-10,2024-07-31,153,6,26,1744,272,52416,0.147,66.6,12096,0.512,Mass Market
CUST000209,Lori,Turner,35-44,TW,AU,Diamond,Economy,2020-07-08,2024-12-10,21,5,7,4415,429,39780,0.403,98.4,33050,0.15,High Value Loyalists
CUST000210,Erika,Mosley,45-54,HK,SG,Standard,Premium Economy,2019-12-21,2024-03-21,285,3,18,3015,265,53613,0.474,46.2,8936,0.935,At Risk
CUST000211,Christopher,Barber,45-54,US,KR,Diamond,Economy,2021-07-15,2024-10-27,65,3,15,3481,522,69966,0.364,83.4,16186,0.376,High Value Loyalists
CUST000212,Tiffany,Jackson,25-34,HK,AU,Silver,Economy,2022-09-03,2024-06-28,186,2,3,6469,404,17708,0.026,39.2,13746,0.811,At Risk
CUST000213,Glenn,Brown,55-64,GB,UK,Silver,Economy,2020-09-16,2024-06-30,184,5,5,6665,1385,35251,0.246,63.1,40250,0.662,At Risk
CUST000214,Martha,Ballard,45-54,CN,SG,Standard,Premium Economy,2024-12-26,2024-11-26,35,5,5,3949,858,22060,0.622,82.1,22060,0.188,Frequent Flyers
CUST000215,Amy,Erickson,45-54,US,HK,Standard,Premium Economy,2022-02-02,2024-02-27,308,4,21,5817,1269,136590,0.375,45.4,26017,0.924,At Risk
CUST000216,Latasha,Hunter,25-34,SG,UK,Gold,Premium Economy,2023-11-13,2024-12-28,3,5,28,4203,215,144887,0.026,75.8,25873,0.22,Frequent Flyers
CUST000217,Danielle,Wood,25-34,CN,SG,Silver,Economy,2022-04-12,2024-05-09,236,2,23,4435,224,91856,0.228,43.2,9318,0.883,At Risk
CUST000218,Gerald,Lewis,55-64,KR,HK,Standard,Premium Economy,2021-05-10,2024-10-30,62,3,3,2673,181,7760,0.026,46.1,7760,0.597,Mass Market
CUST000219,Melvin,Steele,35-44,GB,US,Gold,Economy,2024-01-29,2024-05-28,217,2,23,4069,838,113142,0.282,53.9,11279,0.896,At Risk
CUST000220,Lauren,Robinson,25-34,TH,HK,Standard,Economy,2019-12-12,2024-10-10,82,3,17,1200,237,19635,0.378,58.6,3951,0.497,Mass Market
CUST000221,Ashley,Elliott,35-44,AU,CN,Gold,Economy,2020-07-04,2024-04-05,270,4,11,9850,522,114417,0.334,61.8,48580,0.838,At Risk
CUST000222,Timothy,Rogers,45-54,TH,TW,Standard,Economy,2023-08-03,2024-06-10,204,3,7,7861,489,45519,0.297,45.6,22692,0.872,At Risk
CUST000223,Andrew,Clark,65+,TH,TW,Gold,Business,2024-06-04,2024-05-14,231,4,18,10606,1077,346030,0.693,79.2,54368,0.646,At Risk
CUST000224,Paul,Boyle,25-34,SG,US,Standard,Economy,2020-09-29,2024-01-10,356,0,4,7708,751,26590,0.395,22.3,7688,0.97,At Risk
CUST000225,Elizabeth,Mckenzie,55-64,HK,SG,Standard,Economy,2022-03-18,2024-07-24,160,2,19,5897,296,91337,0.303,44.3,11207,0.825,At Risk
CUST000226,Matthew,Rosario,18-24,SG,UK,Silver,First,2021-11-30,2024-04-01,274,2,6,1200,100,15000,0.484,50.4,2600,0.968,Growth Opportunity
CUST000227,Kevin,Henry,35-44,GB,JP,Standard,Business,2023-05-11,2024-03-12,294,4,19,7508,1241,209740,0.485,50.9,31993,0.872,At Risk
CUST000228,Laura,Harris,45-54,US,HK,Diamond,Economy,2021-12-29,2024-09-05,117,5,27,8193,1233,296532,0.426,91.7,63516,0.366,High Value Loyalists
CUST000229,Daniel,Taylor,25-34,GB,CN,Silver,Business,2022-09-01,2024-09-10,112,4,4,2724,300,16999,0.799,86.0,12096,0.384,Mass Market
CUST000230,Patrick,Knight,25-34,HK,HK,Standard,Economy,2023-01-05,2024-04-20,255,4,7,6459,592,38732,0.24,44.2,25620,0.866,At Risk
CUST000231,James,Cherry,35-44,KR,JP,Standard,Business,2023-12-21,2024-01-31,335,1,13,5566,727,103878,0.562,35.7,5736,0.97,Growth Opportunity
CUST000232,Joanne,Heath,65+,KR,SG,Gold,Economy,2019-10-31,2024-12-25,6,3,16,5076,805,94340,0.547,86.4,20384,0.261,Mass Market
CUST000233,Joshua,Cooper,45-54,US,US,Silver,Economy,2022-12-23,2024-11-19,42,3,15,6441,656,91963,0.127,59.7,21291,0.367,Mass Market
CUST000234,Kiara,Mendoza,65+,KR,UK,Gold,First,2020-01-31,2024-10-31,61,4,8,6258,454,121783,0.448,83.0,31354,0.276,Mass Market
CUST000235,William,Ward,55-64,TH,JP,Standard,Economy,2019-01-25,2024-05-15,230,6,25,3042,626,73828,0.206,54.8,20183,0.877,At Risk
CUST000236,Angela,Alvarado,35-44,TH,SG,Gold,Business,2023-04-19,2024-08-01,152,5,12,7364,513,157354,0.373,77.8,46013,0.531,Mass Market
CUST000237,Kristina,Villarreal,55-64,KR,TH,Standard,Economy,2021-05-04,2024-07-03,181,2,21,2021,389,40636,0.559,52.9,4416,0.719,Growth Opportunity
CUST000238,Amanda,Graham,18-24,HK,US,Silver,Economy,2023-04-19,2024-09-07,115,4,25,6302,918,156868,0.383,69.1,28880,0.546,Mass Market
CUST000239,Yolanda,Martin,25-34,TW,AU,Standard,First,2024-08-17,2024-07-30,154,1,16,5878,763,181494,0.02,28.5,6053,0.85,At Risk
CUST000240,Anthony,Ali,55-64,TH,TW,Standard,Economy,2019-10-10,2024-03-27,279,5,24,3575,334,73653,0.487,57.2,17758,0.894,At Risk
CUST000241,Kenneth,Singh,55-64,AU,HK,Diamond,Business,2021-09-15,2024-07-29,155,2,5,7974,1348,87676,0.109,61.0,25023,0.635,High Value Loyalists
CUST000242,Ana,Henderson,25-34,HK,AU,Diamond,Business,2019-08-05,2024-08-11,142,4,10,1200,160,25960,0.284,79.0,7360,0.558,High Value Loyalists
CUST000243,Bryan,Moore,35-44,JP,HK,Standard,Economy,2023-12-20,2024-12-15,16,5,18,5820,393,87215,0.558,81.0,28155,0.132,Frequent Flyers
CUST000244,Andrea,Rodriguez,45-54,KR,JP,Diamond,Economy,2024-12-28,2024-08-16,137,3,13,5656,1072,101434,0.173,70.0,26971,0.623,High Value Loyalists
CUST000245,Bruce,Olson,55-64,KR,US,Standard,Economy,2024-03-18,2024-04-04,271,3,24,8706,1449,194618,0.44,45.9,27853,0.801,At Risk
CUST000246,Amanda,Blake,45-54,US,SG,Standard,Economy,2024-12-16,2024-11-11,50,2,24,6673,1207,151484,0.244,50.8,14425,0.377,Mass Market
CUST000247,Jennifer,Turner,35-44,TH,TW,Standard,Economy,2020-12-29,2024-08-26,127,2,5,1200,107,5125,0.02,35.6,2374,0.705,At Risk
CUST000248,Larry,Clark,35-44,AU,SG,Standard,Economy,2020-09-01,2024-09-19,103,4,26,4198,439,94912,0.243,56.5,16869,0.531,Mass Market
CUST000249,Michael,Valencia,35-44,KR,AU,Standard,Business,2024-02-22,2024-07-12,172,3,23,8776,929,284779,0.253,46.4,26482,0.646,At Risk
CUST000250,Michael,James,45-54,KR,SG,Standard,Economy,2022-11-28,2024-03-10,296,4,10,4862,376,40954,0.153,37.4,19007,0.97,At Risk
CUST000251,Bobby,Simon,55-64,TH,CN,Standard,Premium Economy,2021-04-06,2024-02-29,306,6,7,2760,552,21252,0.363,55.0,18216,0.904,At Risk
CUST000252,Michael,Castaneda,35-44,GB,SG,Silver,Economy,2020-04-05,2024-08-14,139,5,14,5089,571,68553,0.372,71.8,28300,0.483,Mass Market
CUST000253,Brent,Price,25-34,CN,JP,Gold,Economy,2019-02-25,2024-06-06,208,3,26,8892,910,255546,0.291,60.0,34208,0.814,At Risk
CUST000254,Billy,Strong,25-34,GB,SG,Silver,Economy,2019-03-25,2024-03-11,295,3,3,3334,436,9810,0.295,46.2,11310,0.97,At Risk
CUST000255,Spencer,Perez,45-54,SG,SG,Standard,Economy,2023-03-01,2024-02-28,307,2,25,2895,615,70742,0.468,39.2,6441,0.97,Growth Opportunity
CUST000256,Wendy,Ortega,55-64,TH,UK,Silver,Premium Economy,2020-07-31,2024-05-28,217,3,8,4699,527,41808,0.139,46.2,15678,0.837,At Risk
CUST000257,Maurice,Benitez,25-34,US,KR,Standard,Economy,2023-12-02,2024-11-11,50,3,26,3772,785,95435,0.554,68.2,12539,0.291,Mass Market
CUST000258,Erica,Wagner,18-24,TW,AU,Silver,Business,2024-01-28,2024-08-17,136,1,14,6822,1423,158409,0.258,47.4,8245,0.756,At Risk
CUST000259,Deborah,Santiago,45-54,SG,HK,Silver,Business,2021-09-16,2024-09-20,102,6,14,4425,462,96296,0.302,76.9,29322,0.414,Mass Market
CUST000260,Katherine,Frye,25-34,HK,CN,Standard,Economy,2020-10-18,2024-04-30,245,4,19,5974,902,103970,0.21,43.8,25114,0.817,At Risk
CUST000261,Sonia,Ellis,55-64,AU,TW,Standard,Business,2020-01-15,2024-10-09,83,3,23,8785,1399,295859,0.17,50.2,27916,0.577,Mass Market
CUST000262,Thomas,Adams,25-34,CN,US,Gold,First,2020-07-15,2024-12-18,13,3,10,3114,307,76560,0.523,84.9,11945,0.136,Mass Market
CUST000263,Amanda,Daniel,25-34,JP,JP,Gold,Economy,2022-09-09,2024-02-15,320,5,13,7481,1636,118813,0.226,58.4,52318,0.952,At Risk
CUST000264,Jeffrey,Kelley,55-64,JP,TH,Silver,First,2023-07-14,2024-11-21,40,5,21,7191,1089,324891,0.443,82.5,41400,0.163,Frequent Flyers
CUST000265,Joel,Obrien,25-34,HK,UK,Diamond,Economy,2023-06-05,2024-03-24,282,2,4,2469,423,13444,0.426,63.5,7759,0.917,High Value Loyalists
CUST000266,Shawn,Gibson,25-34,KR,JP,Gold,Premium Economy,2024-09-30,2024-01-22,344,4,20,8229,1378,221764,0.32,55.3,44353,0.943,At Risk
CUST000267,Brianna,Fitzpatrick,25-34,HK,US,Standard,Economy,2022-12-05,2024-03-05,301,2,12,2494,219,25523,0.54,42.5,4927,0.97,Growth Opportunity
CUST000268,Mary,Grant,25-34,US,JP,Silver,Business,2022-01-17,2024-07-08,176,3,9,1997,301,28770,0.376,59.0,6894,0.585,Mass Market
CUST000269,Paul,Warren,18-24,JP,SG,Standard,Business,2021-02-18,2024-06-09,205,2,21,3351,660,105694,0.02,29.4,7352,0.881,At Risk
CUST000270,Rebecca,Williams,18-24,TH,TH,Standard,First,2021-01-06,2024-04-16,259,4,18,3431,616,122252,0.257,44.6,14816,0.944,At Risk
CUST000271,Megan,Myers,25-34,CN,AU,Standard,First,2021-03-17,2024-10-12,80,1,1,4438,567,8555,0.807,65.9,4561,0.42,Growth Opportunity
CUST000272,Lisa,Goodman,18-24,HK,HK,Diamond,Economy,2024-04-10,2024-07-31,153,4,26,2762,393,95674,0.368,81.5,17039,0.649,High Value Loyalists
CUST000273,Anthony,Skinner,45-54,CN,JP,Silver,Premium Economy,2022-04-17,2024-08-17,136,3,13,6451,1026,97201,0.347,61.0,22431,0.631,At Risk
CUST000274,Michelle,Smith,45-54,AU,SG,Standard,Economy,2020-04-28,2024-09-23,99,4,4,4914,556,17261,0.524,68.0,19914,0.458,Mass Market
CUST000275,Tanya,Wade,35-44,US,CN,Standard,Economy,2020-02-28,2024-06-15,199,2,16,5605,597,78157,0.594,52.8,11283,0.702,Growth Opportunity
CUST000276,Melissa,Taylor,25-34,GB,TH,Standard,Economy,2019-03-04,2024-08-01,152,1,9,6692,846,53688,0.208,36.2,6869,0.749,At Risk
CUST000277,Victor,Herman,35-44,TW,CN,Silver,Business,2024-01-28,2024-12-24,7,0,19,8552,1879,271309,0.363,57.0,10431,0.407,Mass Market
CUST000278,Amanda,Moon,55-64,SG,TH,Gold,Premium Economy,2020-04-26,2024-11-28,33,4,20,4246,717,114546,0.36,81.8,22909,0.228,Mass Market
CUST000279,Kenneth,Fritz,55-64,SG,AU,Standard,Economy,2019-08-13,2024-05-14,231,3,8,3848,280,25790,0.126,36.6,11230,0.897,At Risk
CUST000280,Rebecca,Perez,18-24,KR,AU,Standard,First,2020-09-26,2024-06-15,199,3,24,6960,496,312576,0.326,47.1,20280,0.816,At Risk
CUST000281,Nathan,Olsen,25-34,SG,UK,Silver,Business,2021-12-01,2024-02-27,308,4,6,7961,583,72759,0.395,54.2,34176,0.963,At Risk
CUST000282,Denise,Salazar,25-34,GB,TW,Standard,Economy,2024-10-02,2024-12-04,27,3,11,5375,1074,57045,0.328,61.0,17734,0.249,Mass Market
CUST000283,Jessica,Smith,25-34,US,HK,Standard,Economy,2024-02-26,2024-09-04,118,2,6,5355,400,26979,0.686,63.0,10439,0.532,Growth Opportunity
CUST000284,Jessica,Adams,35-44,KR,HK,Standard,Premium Economy,2020-01-10,2024-08-13,140,0,5,4739,600,24326,0.486,43.2,4865,0.679,Growth Opportunity
CUST000285,Mark,Hernandez,35-44,HK,JP,Standard,Premium Economy,2022-03-05,2024-04-30,245,5,19,3844,613,77379,0.415,57.0,20363,0.735,At Risk
CUST000286,Vicki,Powell,18-24,GB,UK,Standard,Economy,2023-12-11,2024-07-26,158,2,21,4333,814,86704,0.365,47.0,9427,0.811,At Risk
CUST000287,Ethan,Orozco,35-44,US,US,Gold,Economy,2023-07-25,2024-07-09,175,3,17,5022,527,94589,0.483,70.3,19359,0.632,At Risk
CUST000288,Michael,Little,35-44,GB,KR,Standard,Economy,2021-10-25,2024-02-03,332,5,5,6656,595,28434,0.322,46.3,32927,0.97,At Risk
CUST000289,Phyllis,Russell,25-34,TW,HK,Standard,Economy,2020-06-08,2024-12-29,2,3,11,7044,476,64511,0.108,54.2,20447,0.282,Mass Market
CUST000290,Julie,Burnett,55-64,HK,SG,Silver,Economy,2023-09-16,2024-02-13,322,4,17,3185,203,49474,0.16,43.6,13552,0.97,At Risk
CUST000291,Nicholas,Collins,18-24,GB,HK,Diamond,Economy,2021-09-02,2024-09-19,103,1,13,5340,405,87875,0.401,71.8,7881,0.513,High Value Loyalists
CUST000292,Rachel,Diaz,55-64,US,AU,Standard,Economy,2020-06-03,2024-12-16,15,2,13,3622,603,43860,0.568,66.5,7726,0.264,Growth Opportunity
CUST000293,Tammy,Bowen,25-34,KR,UK,Standard,Premium Economy,2023-04-11,2024-06-23,191,2,10,4635,286,44575,0.289,41.3,8915,0.779,At Risk
CUST000294,Rachel,Guzman,55-64,JP,SG,Silver,Economy,2024-04-16,2024-10-15,77,1,4,5486,880,22172,0.508,62.2,6366,0.423,Growth Opportunity
CUST000295,Melissa,Pearson,55-64,GB,SG,Standard,Economy,2024-04-29,2024-04-14,261,4,6,7311,1433,42155,0.434,51.5,32052,0.889,At Risk
CUST000296,Kevin,Hoffman,65+,TH,US,Silver,Economy,2024-08-14,2024-04-01,274,5,5,4892,675,24166,0.55,68.1,27835,0.786,At Risk
CUST000297,Barbara,Scott,55-64,US,TW,Standard,First,2022-11-09,2024-08-08,145,3,5,6177,1297,62078,0.179,45.6,20569,0.706,At Risk
CUST000298,Kenneth,Adams,45-54,GB,HK,Standard,Economy,2023-08-09,2024-03-25,281,2,20,2849,368,50950,0.173,29.4,5864,0.97,At Risk
CUST000299,Gregory,Green,45-54,KR,CN,Standard,Economy,2020-06-15,2024-10-24,68,3,15,2703,351,36282,0.648,70.5,8351,0.464,Mass Market
CUST000300,Laurie,Ellis,45-54,HK,US,Silver,Economy,2020-12-10,2024-09-01,121,4,23,4630,356,98704,0.079,56.5,19944,0.577,Mass Market
CUST000301,Tyler,Martin,25-34,TW,HK,Standard,Premium Economy,2019-11-17,2024-12-09,22,4,26,12541,1979,344913,0.422,70.1,53064,0.287,Mass Market
CUST000302,Jessica,Odom,35-44,TH,UK,Standard,Economy,2019-06-27,2024-05-13,232,3,3,3470,622,9830,0.617,56.1,11235,0.827,At Risk
CUST000303,James,Johnson,35-44,US,HK,Standard,Economy,2024-01-17,2024-04-17,258,2,12,5537,466,56422,0.429,41.5,10899,0.867,At Risk
CUST000304,George,Flores,55-64,TH,HK,Silver,Business,2021-09-28,2024-03-31,275,2,9,6098,941,88048,0.592,54.7,14078,0.855,Growth Opportunity
CUST000305,Jacqueline,Martin,35-44,CN,AU,Standard,Premium Economy,2022-04-28,2024-08-21,132,2,14,5271,636,75319,0.578,57.6,10760,0.514,Growth Opportunity
CUST000306,Michael,Crosby,35-44,US,AU,Silver,Economy,2019-07-11,2024-03-04,302,6,22,3885,843,91196,0.494,68.6,28368,0.805,At Risk
CUST000307,Paul,Patel,45-54,AU,KR,Silver,Economy,2020-02-07,2024-05-12,233,7,26,6423,403,152426,0.42,76.2,47782,0.609,At Risk
CUST000308,David,Perkins,25-34,AU,KR,Standard,First,2019-06-16,2024-06-06,208,3,14,3196,373,85761,0.177,40.4,9748,0.836,At Risk
CUST000309,Anthony,Richards,25-34,CN,SG,Diamond,First,2021-11-29,2024-10-12,80,3,16,6036,725,282013,0.127,72.7,27526,0.545,High Value Loyalists
CUST000310,Stephanie,Smith,35-44,CN,CN,Gold,Premium Economy,2022-06-26,2024-03-02,304,5,5,3918,507,25651,0.325,63.7,25651,0.827,At Risk
CUST000311,Nicole,Schmidt,35-44,CN,TH,Standard,Business,2019-10-04,2024-04-03,272,3,4,7391,750,41581,0.06,30.6,22206,0.943,At Risk
CUST000312,Scott,Bennett,25-34,GB,JP,Standard,Business,2023-04-01,2024-02-19,316,2,10,1266,124,17761,0.457,38.0,2527,0.97,Growth Opportunity
CUST000313,Trevor,Martinez,35-44,HK,SG,Standard,First,2019-08-19,2024-08-29,124,5,14,4958,545,132572,0.751,80.1,25036,0.311,Mass Market
CUST000314,Margaret,Wilson,35-44,HK,US,Standard,Economy,2024-01-11,2024-06-15,199,3,13,2739,212,29995,0.367,48.8,8031,0.673,At Risk
CUST000315,Javier,Salazar,25-34,AU,TH,Standard,First,2024-07-07,2024-12-12,19,2,2,7019,506,26280,0.42,60.3,13646,0.304,Mass Market
CUST000316,April,Sheppard,35-44,GB,TW,Gold,Premium Economy,2022-11-02,2024-05-29,216,6,11,7048,1422,107125,0.165,69.3,58432,0.695,At Risk
CUST000317,Charles,Johnson,45-54,TH,HK,Gold,Premium Economy,2022-04-07,2024-06-30,184,5,27,1200,163,42633,0.339,73.8,7895,0.594,Mass Market
CUST000318,Nicholas,Robbins,25-34,TW,CN,Standard,Economy,2023-05-22,2024-03-11,295,2,3,2466,451,7012,0.371,36.2,5341,0.97,At Risk
CUST000319,Jennifer,Clements,65+,AU,AU,Standard,Economy,2020-06-29,2024-04-11,264,2,25,7250,785,158281,0.32,36.7,14620,0.97,At Risk
CUST000320,Douglas,Guerrero,55-64,JP,AU,Standard,Business,2024-07-10,2024-01-09,357,3,20,4906,1020,148447,0.426,38.5,16306,0.97,At Risk
CUST000321,Ryan,Mercer,35-44,KR,SG,Standard,Premium Economy,2024-04-13,2024-01-30,336,4,9,6543,1230,64068,0.252,38.2,28475,0.97,At Risk
CUST000322,Steven,Gomez,25-34,SG,CN,Standard,Economy,2023-03-04,2024-10-31,61,2,21,5162,1102,106070,0.38,55.3,11496,0.439,Mass Market
CUST000323,Paul,Blackwell,35-44,GB,HK,Gold,Premium Economy,2024-12-27,2024-01-16,350,3,16,5552,1005,120902,0.437,54.5,22669,0.97,At Risk
CUST000324,Jacob,Weber,55-64,JP,UK,Gold,Economy,2020-10-25,2024-12-20,11,4,16,7375,1267,138626,0.585,92.5,39878,0.138,Mass Market
CUST000325,Joshua,Anderson,45-54,JP,CN,Standard,Economy,2024-04-20,2024-07-19,165,2,3,2578,389,7084,0.374,46.8,5418,0.624,At Risk
CUST000326,Zachary,Holden,55-64,US,HK,Silver,Premium Economy,2019-03-16,2024-01-30,336,3,17,4227,783,85170,0.263,41.6,15030,0.97,At Risk
CUST000327,Lisa,Ramirez,35-44,US,TW,Silver,Premium Economy,2023-06-26,2024-05-24,221,4,9,2921,302,29007,0.336,58.8,12892,0.821,At Risk
CUST000328,Angela,Edwards,45-54,US,JP,Gold,Economy,2020-09-25,2024-01-08,358,5,12,5798,357,74069,0.435,63.8,35993,0.97,At Risk
CUST000329,Marco,Hernandez,25-34,CN,SG,Standard,Economy,2024-10-07,2024-06-13,201,4,6,2324,258,12215,0.211,47.4,9398,0.742,At Risk
CUST000330,Patricia,Orr,45-54,GB,HK,Standard,Economy,2022-05-27,2024-04-29,246,1,19,7231,1312,130031,0.242,30.0,7820,0.97,At Risk
CUST000331,Jeremy,Park,25-34,SG,TH,Silver,Premium Economy,2020-03-08,2024-06-21,193,5,5,4023,274,21485,0.38,67.8,21485,0.674,At Risk
